system:index,Crop Name,NDVI,State,precipitation,temperature_2m,.geo
000000000000000001ef_58_0,Wheat,6176.333333333333,Bihar,2.5282505,298.9970601399739,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.44999561365918,26.120762673985386]}"
000000000000000001ef_59_0,Wheat,6496.333333333333,Bihar,4.331705,299.0038173801295,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.21967672337465,25.505416704363515]}"
000000000000000001ef_60_0,Wheat,6633.333333333333,Bihar,2.4461133,299.0724486186828,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.35118093240604,25.941099617161484]}"
000000000000000001ef_61_0,Wheat,6712.333333333333,Bihar,1.8586649,299.0233774709177,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.60108767016624,25.577281927093075]}"
000000000000000001ef_62_0,Wheat,6966.666666666667,Bihar,2.774827,298.8561143141524,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.53533556565054,26.156695285350168]}"
000000000000000001ef_63_0,Wheat,5794.0,Bihar,3.132665,299.04696588201836,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.62229705943517,24.961935957471205]}"
000000000000000001ef_64_0,Wheat,6344.666666666667,Bihar,2.0042517,298.94559587751087,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.35854254345396,25.505416704363515]}"
000000000000000001ef_65_0,Wheat,5085.333333333333,Bihar,2.1032755,299.18505177480415,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.58312136448384,24.98888541599479]}"
000000000000000001ef_66_0,Wheat,6477.0,Bihar,3.0718715,298.6916972289592,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.79422545625194,26.722633914345465]}"
000000000000000001ef_67_0,Wheat,4072.6666666666665,Bihar,2.4309785,299.1004816411617,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.10863580569377,24.584643538141005]}"
000000000000000001ef_68_0,Wheat,6013.666666666667,Bihar,2.8238895,298.8835360907809,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.44837407186593,26.170170014611962]}"
000000000000000001ef_69_0,Wheat,5006.666666666667,Bihar,2.8305278,299.1329735836265,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.74643965741863,25.1595653199775]}"
000000000000000001ef_70_0,Wheat,5482.0,Bihar,2.7134142,299.06467904450665,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.16253472274094,25.339228376801405]}"
000000000000000001ef_71_0,Wheat,6251.666666666667,Bihar,2.7035468,299.1389599475235,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.4365208843974,25.316770494698417]}"
000000000000000001ef_72_0,Wheat,6420.666666666667,Bihar,3.6132233,299.05169197054556,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.1208620421215,25.182023202080487]}"
000000000000000001ef_73_0,Wheat,4911.333333333333,Bihar,2.2318096,298.0519206847027,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.90040174855301,24.755323442123714]}"
000000000000000001ef_74_0,Wheat,5353.333333333333,Bihar,2.5521746,298.6791559575679,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.33483616851692,24.98888541599479]}"
000000000000000001ef_75_0,Wheat,4338.666666666667,Bihar,3.0589614,298.67293126591863,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.74481811562536,26.75407494928965]}"
000000000000000001ef_76_0,Wheat,4426.0,Bihar,4.94619,298.37109475607417,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.40383135661915,26.0983047918824]}"
000000000000000001ef_77_0,Wheat,5600.0,Bihar,2.698106,299.00400965205057,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.64762497616549,24.849646546956265]}"
000000000000000001ef_78_0,Wheat,5387.333333333333,Bihar,4.9137516,298.57506508180956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.34544086315138,25.96804907568507]}"
000000000000000001ef_79_0,Wheat,4680.666666666667,Bihar,2.407676,299.0782523242546,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.02329585370242,24.84066339411507]}"
000000000000000001ef_80_0,Wheat,5890.0,Bihar,2.751996,299.0472938621434,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.71949019889504,24.966427533891803]}"
000000000000000001ef_81_0,Wheat,7546.666666666667,Bihar,3.015078,298.8347175793772,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.34668935598545,26.394748835641842]}"
000000000000000001ef_82_0,Wheat,6409.333333333333,Bihar,2.8579488,298.72040275601677,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.07557322895632,26.556445586783354]}"
000000000000000001ef_83_0,Wheat,3472.3333333333335,Bihar,3.1839113,298.12500346536586,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.42915927334947,24.5981182674028]}"
000000000000000001ef_84_0,Wheat,5497.666666666667,Bihar,2.9210103,298.9154158931079,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.64151185795161,26.62381923309232]}"
000000000000000001ef_85_0,Wheat,4910.333333333333,Bihar,2.1361732,299.13492223718686,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.38998357839816,24.82269708843268]}"
000000000000000001ef_86_0,Wheat,5733.0,Bihar,2.8086479,298.9575952103721,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.659478163634,26.32288361291228]}"
000000000000000001ef_87_0,Wheat,4933.0,Bihar,2.7462754,299.00400965205057,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.6027092119595,24.7822729006473]}"
000000000000000001ef_88_0,Wheat,5179.333333333333,Bihar,3.5854733,298.3735853481643,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.31686986283452,26.56992031604515]}"
000000000000000001ef_89_0,Wheat,4365.666666666667,Bihar,4.0331326,299.00990211570667,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.20171041769225,25.14159901429511]}"
000000000000000001ef_90_0,Wheat,5736.0,Bihar,2.5333347,299.12717434949485,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.11761895853496,24.867612852638654]}"
000000000000000001ef_91_0,Wheat,6471.333333333333,Bihar,4.560183,298.89069777268634,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.25111775831883,25.64914714982264]}"
000000000000000001ef_92_0,Wheat,5170.333333333333,Bihar,2.243472,298.64048001355764,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.17438791020946,24.521761468252638]}"
000000000000000001ef_93_0,Wheat,5957.666666666667,Bihar,2.793728,299.2000843090017,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.71499862247444,25.415585175951563]}"
000000000000000001ef_94_0,Wheat,5690.333333333333,Bihar,2.605332,299.08472629868515,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.55330187133293,24.917020193265227]}"
000000000000000001ef_95_0,Wheat,4814.0,Bihar,2.2460108,298.10507068005234,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.84650283150584,24.791256053488496]}"
000000000000000001ef_96_0,Wheat,5025.333333333333,Bihar,5.2303543,298.75543358212417,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.61493544838723,25.74347025465519]}"
000000000000000001ef_97_0,Wheat,6505.0,Bihar,4.6666126,298.5614589369777,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.82890957478266,26.156695285350168]}"
000000000000000001ef_98_0,Wheat,5262.666666666667,Bihar,4.1357317,299.0300452822729,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.46222185008692,25.27185473049244]}"
000000000000000001ef_99_0,Wheat,6743.0,Bihar,2.1886125,299.2692134424009,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.76565445593508,24.984393839574192]}"
000000000000000001ef_100_0,Wheat,6765.666666666667,Bihar,2.5743968,299.0921732584636,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.49041980144456,25.79736917170236]}"
000000000000000001ef_101_0,Wheat,5819.333333333333,Bihar,2.8202412,299.1201774401539,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.39160512019141,25.69855449044921]}"
000000000000000001ef_102_0,Wheat,5612.666666666667,Bihar,3.0509706,298.87728278191537,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.050245312226,26.408223564903633]}"
000000000000000001ef_103_0,Wheat,7651.0,Bihar,2.8223722,299.0957995963184,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.69254074037146,25.554824044990088]}"
000000000000000001ef_104_0,Wheat,5837.0,Bihar,2.5910535,299.04810855851525,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.02778743012301,25.447026210895746]}"
000000000000000001ef_105_0,Wheat,5110.666666666667,Bihar,2.6886306,298.99042474655886,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.27482413325588,24.903545464003436]}"
000000000000000001ef_106_0,Wheat,5941.666666666667,Bihar,2.4051614,298.9723927703969,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.51574771817488,26.02194799273224]}"
000000000000000001ef_107_0,Wheat,5781.0,Bihar,2.978862,298.86011155795694,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.99634639517883,26.372290953538855]}"
000000000000000001ef_108_0,Wheat,5708.666666666667,Bihar,2.5823548,299.08359100006453,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.10414422927317,25.051767485883158]}"
000000000000000001ef_109_0,Wheat,7593.666666666667,Bihar,2.8918293,298.81259647131833,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.63864182332429,26.25101839018272]}"
000000000000000001ef_110_0,Wheat,6098.0,Bihar,2.7780654,298.9731741545402,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.52922244743668,26.596869774568734]}"
000000000000000001ef_111_0,Wheat,6229.333333333333,Bihar,2.8654375,298.91344041090736,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.27320259146262,26.32288361291228]}"
000000000000000001ef_112_0,Wheat,4975.333333333333,Bihar,3.0472612,298.9731741545402,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.4932898360719,26.63729396235411]}"
000000000000000001ef_113_0,Wheat,4836.666666666667,Bihar,3.6637106,298.87974028534956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.45610873187306,25.932116464320288]}"
000000000000000001ef_114_0,Wheat,6339.0,Bihar,2.1837494,299.00975411104184,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.89141859571181,25.262871577651243]}"
000000000000000001ef_115_0,Wheat,5015.0,Bihar,2.7058396,299.1093529781577,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.09516107643198,25.25838000123065]}"
000000000000000001ef_116_0,Wheat,5809.333333333333,Bihar,3.3919396,298.7797322814718,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.64600343437222,26.73161706718666]}"
000000000000000001ef_117_0,Wheat,4755.0,Bihar,5.002735,298.8061591626961,"{""geodesic"":false,""type"":""Point"",""coordinates"":[88.06409309044699,25.509908280784114]}"
000000000000000001ef_118_0,Wheat,5397.666666666667,Bihar,3.5922225,298.9144402248956,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.08942100717731,24.979902263153594]}"
000000000000000001ef_119_0,Wheat,6290.666666666667,Bihar,2.9425852,298.87728278191537,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.07719477074959,26.372290953538855]}"
000000000000000001ef_120_0,Wheat,5464.666666666667,Bihar,4.980408,298.81753472967483,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.47120500292812,25.680588184766822]}"
000000000000000001ef_121_0,Wheat,6068.0,Bihar,2.9676378,298.94778017596013,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.7823722687834,25.68957133760802]}"
000000000000000001ef_122_0,Wheat,6256.333333333333,Bihar,2.8334014,298.89393956669954,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.9979679369721,26.107287944723595]}"
000000000000000001ef_123_0,Wheat,5322.666666666667,Bihar,3.115356,299.05626312367644,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.76153592847369,25.204481084183474]}"
000000000000000001ef_124_0,Wheat,5577.666666666667,Bihar,2.652245,299.0793040069468,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.20745048694691,24.966427533891803]}"
000000000000000001ef_125_0,Wheat,5992.333333333333,Bihar,2.8976145,298.96297077556227,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.39896673123934,26.34084991859467]}"
000000000000000001ef_126_0,Wheat,5884.666666666667,Bihar,3.5139513,299.06125749860473,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.63577178869696,25.451517787316345]}"
000000000000000001ef_127_0,Wheat,4823.666666666667,Bihar,2.8773227,299.03065071525185,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.53371402385727,26.471105634792]}"
000000000000000001ef_128_0,Wheat,4481.0,Bihar,2.7421148,298.7818624754963,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.06983315970166,24.912528616844632]}"
000000000000000001ef_129_0,Wheat,5566.0,Bihar,5.511479,298.5536929399537,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.673325941855,25.994998534208655]}"
000000000000000001ef_130_0,Wheat,6472.0,Bihar,2.7088435,298.4638069348457,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.67008285826847,24.701424525076543]}"
000000000000000001ef_131_0,Wheat,6103.333333333333,Bihar,4.722618,298.6164390927269,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.80196011625907,26.129745826826582]}"
000000000000000001ef_132_0,Wheat,5627.0,Bihar,2.0397038,299.05866115695795,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.62354555226922,25.70304606686981]}"
000000000000000001ef_133_0,Wheat,6381.666666666667,Bihar,2.3347554,299.16094400594545,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.5410756349052,25.11914113219212]}"
000000000000000001ef_134_0,Wheat,6836.333333333333,Bihar,2.7021255,299.0507234566379,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.36016408524723,25.59075665635487]}"
000000000000000001ef_135_0,Wheat,5958.666666666667,Bihar,2.8992138,299.07885485079714,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.5504318367056,25.182023202080487]}"
000000000000000001ef_136_0,Wheat,6583.333333333333,Bihar,2.1991782,299.04078165690095,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.97226697128258,25.222447389865867]}"
000000000000000001ef_137_0,Wheat,5990.666666666667,Bihar,1.9433715,299.01487860487504,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.50227298891309,25.568298774251883]}"
000000000000000001ef_138_0,Wheat,6000.0,Bihar,4.1114974,299.0139843168712,"{""geodesic"":false,""type"":""Point"",""coordinates"":[87.09391258359791,25.402110446689772]}"
000000000000000001ef_139_0,Wheat,3135.3333333333335,Bihar,3.3886979,298.6768084515583,"{""geodesic"":false,""type"":""Point"",""coordinates"":[86.46509188471424,26.102796368302997]}"
000000000000000001ef_140_0,Wheat,5638.0,Bihar,2.6988995,299.1069721599202,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.44999561365918,24.81820551201208]}"
000000000000000001ef_141_0,Wheat,6712.0,Bihar,2.1025004,299.1707816211293,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.66683977468193,24.975410686732996]}"
000000000000000001ef_142_0,Wheat,4296.666666666667,Bihar,3.805348,298.4007146926152,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.43040776618354,27.063993722310887]}"
000000000000000001ef_143_0,Wheat,6962.666666666667,Bihar,2.1822612,299.04351415389635,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.09353953463871,25.164056896398098]}"
000000000000000001ef_144_0,Wheat,6170.0,Bihar,3.0883665,298.99439091385506,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.98000163128971,25.932116464320288]}"
000000000000000001ef_145_0,Wheat,5945.666666666667,Bihar,2.2072654,299.18071514870235,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.6684613164752,24.98888541599479]}"
000000000000000001ef_146_0,Wheat,4494.0,Bihar,2.133839,298.3240442520533,"{""geodesic"":false,""type"":""Point"",""coordinates"":[83.9093849013942,24.647525608029373]}"
000000000000000001ef_147_0,Wheat,3832.0,Bihar,3.8068998,298.17790663722707,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.04413219401214,27.28408096692017]}"
000000000000000001ef_148_0,Wheat,5435.0,Bihar,2.3802824,299.16906973031837,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.8705822554021,25.235922119127657]}"
000000000000000001ef_149_0,Wheat,5374.666666666667,Bihar,2.7084377,298.92842152354496,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.53533556565054,24.719390830758933]}"
000000000000000001ef_150_0,Wheat,4785.333333333333,Bihar,2.0976477,299.03881601186885,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.33608466135098,24.804730782750287]}"
000000000000000001ef_151_0,Wheat,6784.333333333333,Bihar,2.3635757,298.9365508250701,"{""geodesic"":false,""type"":""Point"",""coordinates"":[85.86322064435417,26.13872897966778]}"
000000000000000001ef_152_0,Wheat,5218.333333333333,Bihar,2.0636678,299.1105678684108,"{""geodesic"":false,""type"":""Point"",""coordinates"":[84.38100042555696,24.926003346106423]}"
